"feature id","feature label","shid","geoid","Female Employed in Management Occupation (2020-2024)","Female Employed in Business and Finance Occupation (2020-2024)","Female Employed in Computer and Mathematical Occupation (2020-2024)","Female Employed in Architecture and Engineering Occupation (2020-2024)","Female Employed in Life, Physical, and Social Science Occupation (2020-2024)","Female Employed in Community and Social Service Occupation (2020-2024)","Female Employed in Legal Occupation (2020-2024)","Female Employed in Education, Training and Library Occupation (2020-2024)","Female Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Female Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Female Employed in Health Technologist and Technicians Occupation (2020-2024)","Female Employed in Healthcare Support Occupation (2020-2024)","Female Employed in Fire Fighting and Prevention Occupation (2020-2024)","Female Employed in Law Enforcement Occupation (2020-2024)","Female Employed in Food Preparation and Serving Occupation (2020-2024)","Female Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Female Employed in Personal Care and Service Occupation (2020-2024)","Female Employed in Sales Occupation (2020-2024)","Female Employed in Office and Administrative Support Occupation (2020-2024)","Female Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Female Employed in Construction and Extraction Occupation (2020-2024)","Female Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Female Employed in Production Occupation (2020-2024)","Female Employed in Transportation Occupation (2020-2024)","Female Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:43626","ZIP Code 33848","country:us/state:fl/zip:33848","33848","14","0","0","0","0","0","0","0","22","25","26","0","0","0","0","38","0","46","0","0","0","0","0","0","11"
"publicpolygonfeature:5:43644","ZIP Code 33896","country:us/state:fl/zip:33896","33896","988","484","162","141","14","0","20","545","496","412","73","195","62","0","642","422","291","645","1054","0","0","0","523","38","67"
"publicpolygonfeature:5:43785","ZIP Code 34705","country:us/state:fl/zip:34705","34705","110","8","10","3","0","0","5","37","0","30","11","3","6","7","43","63","0","53","143","15","0","0","5","9","9"
"publicpolygonfeature:5:43786","ZIP Code 34711","country:us/state:fl/zip:34711","34711","1607","986","157","21","144","193","166","1762","325","1363","284","486","181","321","1099","207","413","1709","2655","0","0","75","278","54","281"
"publicpolygonfeature:5:43787","ZIP Code 34714","country:us/state:fl/zip:34714","34714","768","396","195","22","48","98","54","522","136","185","272","208","161","0","742","306","977","1020","1251","0","0","0","293","105","73"
"publicpolygonfeature:5:43788","ZIP Code 34715","country:us/state:fl/zip:34715","34715","769","266","270","0","14","229","15","494","94","423","176","410","107","0","458","48","63","811","1197","0","0","0","31","96","42"
"publicpolygonfeature:5:43789","ZIP Code 34731","country:us/state:fl/zip:34731","34731","74","168","0","0","0","25","0","93","45","196","331","138","0","0","263","28","19","336","841","0","0","47","25","15","25"
"publicpolygonfeature:5:43790","ZIP Code 34734","country:us/state:fl/zip:34734","34734","201","69","0","0","0","0","0","39","0","105","0","0","11","0","11","11","79","52","110","0","0","0","0","13","0"
"publicpolygonfeature:5:43791","ZIP Code 34736","country:us/state:fl/zip:34736","34736","791","299","189","0","41","251","0","547","366","671","120","387","17","0","460","95","176","934","1663","63","35","46","13","0","43"
"publicpolygonfeature:5:43792","ZIP Code 34739","country:us/state:fl/zip:34739","34739","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","29","0","0","0","0","0","131"
"publicpolygonfeature:5:43793","ZIP Code 34741","country:us/state:fl/zip:34741","34741","882","407","74","87","90","192","230","284","283","527","75","601","18","0","999","1346","823","1453","3313","0","190","342","345","259","680"
"publicpolygonfeature:5:43794","ZIP Code 34743","country:us/state:fl/zip:34743","34743","782","466","194","0","86","70","95","590","120","258","261","663","48","0","463","524","390","1382","2988","0","39","0","89","250","230"
"publicpolygonfeature:5:43795","ZIP Code 34744","country:us/state:fl/zip:34744","34744","878","1574","124","37","106","262","223","1183","257","896","453","759","182","23","1018","648","446","1841","3506","50","222","76","285","333","474"
"publicpolygonfeature:5:43796","ZIP Code 34746","country:us/state:fl/zip:34746","34746","1268","887","72","11","110","320","135","782","333","846","549","653","303","12","1196","816","965","1604","2974","46","219","0","376","425","250"
"publicpolygonfeature:5:43797","ZIP Code 34747","country:us/state:fl/zip:34747","34747","657","415","222","38","14","84","31","413","477","277","191","235","98","0","688","223","798","985","1182","0","60","0","99","278","120"
"publicpolygonfeature:5:43798","ZIP Code 34748","country:us/state:fl/zip:34748","34748","749","380","56","0","0","83","30","204","90","657","462","627","103","15","650","161","225","629","1138","45","34","36","475","83","255"
"publicpolygonfeature:5:43799","ZIP Code 34753","country:us/state:fl/zip:34753","34753","75","62","16","0","0","264","0","115","4","51","165","42","24","0","167","31","19","98","455","23","45","0","16","21","215"
"publicpolygonfeature:5:43800","ZIP Code 34759","country:us/state:fl/zip:34759","34759","678","294","54","70","0","6","0","710","41","386","420","442","38","34","1108","431","312","991","1778","0","111","0","292","404","319"
"publicpolygonfeature:5:43801","ZIP Code 34760","country:us/state:fl/zip:34760","34760","0","0","0","0","0","0","0","37","11","0","0","0","0","0","0","0","14","0","50","0","0","0","33","0","0"
"publicpolygonfeature:5:43802","ZIP Code 34761","country:us/state:fl/zip:34761","34761","987","813","250","46","40","292","201","1065","167","1110","506","512","81","0","797","367","604","1143","1806","211","93","34","166","97","259"
"publicpolygonfeature:5:43803","ZIP Code 34762","country:us/state:fl/zip:34762","34762","0","12","18","0","0","0","0","0","0","27","48","0","0","0","0","0","45","0","17","0","0","0","0","0","0"
"publicpolygonfeature:5:43804","ZIP Code 34769","country:us/state:fl/zip:34769","34769","504","585","80","44","8","67","72","786","38","223","86","379","118","211","317","161","271","542","1223","0","61","41","250","42","144"
"publicpolygonfeature:5:43805","ZIP Code 34771","country:us/state:fl/zip:34771","34771","809","554","63","72","3","329","142","1100","105","654","225","360","37","24","460","80","511","1303","1601","0","74","0","355","228","82"
"publicpolygonfeature:5:43807","ZIP Code 34772","country:us/state:fl/zip:34772","34772","743","429","63","44","0","257","60","773","82","493","231","542","9","0","132","226","693","705","1678","0","19","0","301","43","226"
"publicpolygonfeature:5:43808","ZIP Code 34773","country:us/state:fl/zip:34773","34773","0","128","0","0","0","0","13","150","22","64","0","20","0","0","73","0","0","106","291","0","0","0","0","22","15"
"publicpolygonfeature:5:43811","ZIP Code 34786","country:us/state:fl/zip:34786","34786","1717","997","229","26","71","72","139","734","458","819","78","195","7","0","1012","87","504","1571","1496","33","19","0","122","80","22"
"publicpolygonfeature:5:43812","ZIP Code 34787","country:us/state:fl/zip:34787","34787","3825","1910","256","169","120","402","446","2191","773","1865","736","420","217","41","1377","142","1805","3540","2948","11","126","29","165","804","245"
"publicpolygonfeature:5:43813","ZIP Code 34788","country:us/state:fl/zip:34788","34788","97","161","120","0","0","151","90","164","116","80","95","250","44","0","141","128","307","424","1333","71","20","0","156","118","64"
"publicpolygonfeature:5:43814","ZIP Code 34797","country:us/state:fl/zip:34797","34797","28","42","0","0","0","0","0","11","0","37","0","0","0","0","0","17","14","0","32","0","0","0","0","0","0"
"publicpolygonfeature:5:6695185","ZIP Code 32816","country:us/state:fl/zip:32816","32816","24","0","18","0","0","0","0","133","44","0","11","0","45","0","157","0","64","53","99","0","0","0","0","0","25"
"publicpolygonfeature:5:6696728","ZIP Code 32768","country:us/state:fl/zip:32768","32768","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:6702949","ZIP Code 34729","country:us/state:fl/zip:34729","34729","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:22:928539","Orlando-Kissimmee-Sanford, FL Area","country:us/state:fl/msa:orlando-kissimmee-sanford","36740","66644","47371","12697","4896","4765","14242","9089","52183","16772","41612","19494","29591","4976","2124","46487","25145","28770","76120","119462","1682","4570","1463","14633","11365","12580"
